ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-05-01,49.721320000000006,37.93918849682006,62.15346852873883,49.721320000000006,49.721320000000006,0.5754749479363963,0.5754749479363963,0.5754749479363963,0.006713555026975168,0.006713555026975168,0.006713555026975168,0.5687613929094211,0.5687613929094211,0.5687613929094211,0.0,0.0,0.0,50.296794947936405
2018-05-02,49.71862081398908,40.154445555295894,63.938120977762196,49.71862081398908,49.71862081398908,1.803821665754526,1.803821665754526,1.803821665754526,0.8592786545199322,0.8592786545199322,0.8592786545199322,0.9445430112345939,0.9445430112345939,0.9445430112345939,0.0,0.0,0.0,51.5224424797436
2018-05-03,49.71592162797815,40.41865378216673,64.61404950940323,49.71592162797815,49.71592162797815,2.3375451348418643,2.3375451348418643,2.3375451348418643,0.9794760800000992,0.9794760800000992,0.9794760800000992,1.3580690548417653,1.3580690548417653,1.3580690548417653,0.0,0.0,0.0,52.05346676282001
2018-05-04,49.71322244196721,38.64542980975764,62.50246015026881,49.71322244196721,49.71322244196721,1.4127169223247913,1.4127169223247913,1.4127169223247913,-0.39565726123016803,-0.39565726123016803,-0.39565726123016803,1.8083741835549596,1.8083741835549596,1.8083741835549596,0.0,0.0,0.0,51.125939364292
2018-05-05,49.71052325595628,39.80627074276512,62.18725972395948,49.71052325595628,49.71052325595628,0.8548620186335155,0.8548620186335155,0.8548620186335155,-1.43906516050996,-1.43906516050996,-1.43906516050996,2.2939271791434757,2.2939271791434757,2.2939271791434757,0.0,0.0,0.0,50.5653852745898
2018-05-06,49.70782406994536,40.725887520102454,63.89159476232988,49.70782406994536,49.70782406994536,2.946991361713044,2.946991361713044,2.946991361713044,0.1343336062312328,0.1343336062312328,0.1343336062312328,2.812657755481811,2.812657755481811,2.812657755481811,0.0,0.0,0.0,52.654815431658406
2018-05-07,49.70512488393443,42.46368358287284,63.98665430901405,49.70512488393443,49.70512488393443,3.216912869011158,3.216912869011158,3.216912869011158,-0.14507947404194657,-0.14507947404194657,-0.14507947404194657,3.3619923430531045,3.3619923430531045,3.3619923430531045,0.0,0.0,0.0,52.92203775294559
2018-05-08,49.7024256979235,41.94728446592899,64.5723029582921,49.7024256979235,49.7024256979235,3.9456116941889285,3.9456116941889285,3.9456116941889285,0.006713555028559562,0.006713555028559562,0.006713555028559562,3.938898139160369,3.938898139160369,3.938898139160369,0.0,0.0,0.0,53.64803739211243
2018-05-09,49.69972651191257,43.01781668062376,66.97954845015602,49.69972651191257,49.69972651191257,5.399213236537329,5.399213236537329,5.399213236537329,0.8592786545192934,0.8592786545192934,0.8592786545192934,4.539934582018035,4.539934582018035,4.539934582018035,0.0,0.0,0.0,55.0989397484499
2018-05-10,49.697027325901644,43.87960988768405,67.00968439598697,49.697027325901644,49.697027325901644,6.140787370385369,6.140787370385369,6.140787370385369,0.9794760799989572,0.9794760799989572,0.9794760799989572,5.161311290386411,5.161311290386411,5.161311290386411,0.0,0.0,0.0,55.83781469628701
2018-05-11,49.694328139890715,44.35715109727521,67.73598263848204,49.694328139890715,49.694328139890715,5.403294150956333,5.403294150956333,5.403294150956333,-0.3956572612243291,-0.3956572612243291,-0.3956572612243291,5.798951412180662,5.798951412180662,5.798951412180662,0.0,0.0,0.0,55.09762229084705
